vessel_id,pixel_x,pixel_y,area_pixels,mean_backscatter,mean_sbci,aspect_ratio,compactness,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,cluster_id
1,9184.0,5622.0,9,2500.0,8.124310493469238,1.3333333333333333,1.0471975511965976,9182.307431249357,5620.7305734370175,9185.692568750643,5623.2694265629825,2
2,6445.0,6482.0,9,2922.5556640625,10.390249252319336,1.3333333333333333,1.0471975511965976,6443.307431249356,6480.7305734370175,6446.692568750644,6483.2694265629825,1
3,9181.0,9747.0,9,1259.0,7.736667156219482,1.3333333333333333,1.0471975511965976,9179.307431249357,9745.730573437018,9182.692568750643,9748.269426562982,0
