vessel_id,pixel_x,pixel_y,area_pixels,mean_backscatter,mean_sbci,aspect_ratio,compactness,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,cluster_id
1,8126.0,10076.0,9,1707.4444580078125,8.343658447265625,1.3333333333333333,1.0471975511965976,8124.307431249356,10074.730573437018,8127.692568750644,10077.269426562982,0
