vessel_id,pixel_x,pixel_y,area_pixels,mean_backscatter,mean_sbci,aspect_ratio,compactness,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,cluster_id
1,10160.166666666666,3021.3333333333335,18,1476.22216796875,8.416434288024902,1.3333333333333333,1.047197551196598,10157.773012984257,3019.538093071527,10162.560320349075,3023.12857359514,0
2,6693.0,8807.5,12,3774.416748046875,11.201071739196777,1.3333333333333333,1.0471975511965976,6691.045589952389,8806.03419246429,6694.954410047611,8808.96580753571,1
