vessel_id,pixel_x,pixel_y,area_pixels,mean_backscatter,mean_sbci,aspect_ratio,compactness,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,cluster_id
1,5765.0,6875.0,9,1389.77783203125,6.911434650421143,1.3333333333333333,1.0471975511965976,5763.307431249356,6873.7305734370175,5766.692568750644,6876.2694265629825,0
2,7575.833333333333,7915.666666666667,18,2370.333251953125,8.65861988067627,1.3333333333333333,1.047197551196598,7573.4396796509245,7913.87142640486,7578.2269870157415,7917.461906928474,1
